Vintage,Country,Designation,Points,Price,Province,Winery
2005,Italy,Nearco,91,68 ,Central Italy,Col d Orcia
2005,France,Clos des Mouches Premier Cru,85,105 ,Northeastern France ,Chanson Père et Fils
2005,Italy,Pietramarina,91,45 ,Southern Italy,Benanti
2005,France,Tautavel,91,39 ,Southern France,Château Avernus
2005,Italy,Il Ghizzano,86,20 ,Central Italy,Tenuta di Ghizzano
2005,Italy,Il Leccio,88,12 ,Central Italy,Tenuta Oliveto
2005,France,Clos Saint Jean Premier Cru,92,115 ,Northeastern France ,Chanson Père et Fils
2005,Italy,D istinto,86,13 ,Southern Italy,Calatrasi
2005,France,I Second Haut Beyzac,89,27 ,Southern France,Château Haut Beyzac
2005,Italy,Redigaffi,95,275 ,Central Italy,Tua Rita
2005,Italy,Coste di Rose,94,43 ,Northwestern Italy,Bric Cenciurio
2005,Italy,Metodo Classico Brut,82,25 ,Southern Italy,Murgo
2005,France,Les Gravas,92,21 ,Southern France,Château d Antugnac
2005,Italy,Cannubi Boschis,95,165 ,Northwestern Italy,Luciano Sandrone
2005,Italy,Pajoré,90,55 ,Northwestern Italy,Rizzi
2005,Italy,Campoleone,93,52 ,Central Italy,Lamborghini
2005,Italy,Levanter,84,11 ,Southern Italy,Villa Vignamaggio
2005,Italy,Villa al Cortile Riserva,91,60 ,Central Italy,Piccini
2005,Italy,Faro,91,80 ,Southern Italy,Palari
2005,Italy,Coldoro,88,65 ,Central Italy,Terralsole
2005,Italy,I Fondatori Riserva,91,80 ,Northeastern Italy,Fabiano
2005,France,Clos du Roi Premier Cru,92,65 ,Northeastern France ,Chanson Père et Fils
2005,Italy,Cignale,93,83 ,Central Italy,Cignale
2006,France,Expression de Gneiss,92,20 ,Northwestern France ,Domaine de l Ecu
2006,Italy,Convento S.S. Annunciata,88,61 ,Northwestern Italy,Bellavista
2006,Italy,Colonnello,93,175 ,Northwestern Italy,Poderi Aldo Conterno
2006,Italy,Aurora,86,10 ,Northwestern Italy,Cantine Aurora
2006,France,Séduction Brut,94,70 ,Northeastern France ,Charles Ellner
2006,Italy,Ravera,93,65 ,Northwestern Italy,Principiano Ferdinando
2006,France,Les Belles Vignes,86,26 ,Northwestern France ,Fournier Père et Fils
2006,Italy,Riserva,91,79 ,Central Italy,Tenuta Oliveto
2006,Italy,SerraMonte,90,55 ,Southern Italy,Terre di Balbia
2006,Italy,Tenute di Altavilla,87,25 ,Southern Italy,Villa Matilde
2006,France,Cuvée Flora,87,40 ,Southern France,Château Patache d Aux
2006,France,Cuvée Terre Blanche,88,48 ,Southern France,Château Tourans
2006,Italy,Pian Balbo,86,18 ,Northwestern Italy,Poderi Colla
2006,Italy,Rocca Guicciarda Riserva,91,31 ,Central Italy,Barone Ricasoli
2006,Italy,Vigna La Casa,93,94 ,Central Italy,Caparzo
2006,Italy,Vigna Fontelontano Riserva,90,79 ,Central Italy,Collemattoni
2006,France,Cuvée la Croix Fourche,89,50 ,Southern France,Château Haut Gravet
2006,France,Renaissance,91,23 ,Southern France,Domaine Rotier
2006,Italy,Valmaggiore,87,61 ,Northwestern Italy,Sandrone
2006,France,Extra Cuvée de Réserve Brut Rosé,93,130 ,Northeastern France ,Pol Roger
2006,Italy,Rina Ianca,87,13 ,Southern Italy,Feudo di Santa Tresa
2006,Italy,Riserva,91,100 ,Northwestern Italy,Marchesi di Barolo
2006,Italy,Vigneto Rafaèl,86,16 ,Northeastern Italy,Tommasi
2006,Italy,Giacomo Montresor,88,45 ,Northeastern Italy,Montresor
2006,Italy,Pigreco,89,25 ,Southern Italy,Roberto Cipresso
2006,France,Thomas Barton Réserve,84,25 ,Southern France,Barton & Guestier
2006,Italy,Poggio al Vento Riserva,95,150 ,Central Italy,Col d Orcia
2006,Italy,Rubioso,87,24 ,Northeastern Italy,Anna Spinato
2006,Italy,Classica,91,85 ,Northeastern Italy,Vodopivec
2006,Italy,Riserva,89,80 ,Central Italy,La Torre
2006,Italy,Riserva,93,62 ,Central Italy,Querceta
2006,Italy,Dipinti,86,11 ,Northeastern Italy,La Vis
2006,Italy,Biancosesto,91,23 ,Northeastern Italy,La Tunella
2006,Italy,Giuseppe Olivi Memento,90,45 ,Central Italy,Le Buche
2006,Italy,San Lorenzo,90,43 ,Southern Italy,Girolamo Russo
2006,Italy,Vigneto Monachiara,94,106 ,Central Italy,Tenute Silvio Nardi
2006,Italy,Vinnalunga,88,32 ,Central Italy,Lamoretti
2006,France,Blanchot Grand Cru,93,67 ,Northeastern France ,La Chablisienne
2006,Italy,Riserva,89,90 ,Central Italy,Podere La Vigna
2006,Italy,Tolos,86,19 ,Central Italy,Terra d Aligi
2006,France,Les Pucelles Premier Cru,94,273 ,Northeastern France ,Domaine Leflaive
2006,Italy,Riesling,85,22 ,Northeastern Italy,Aquila del Torre
2006,Italy,Tulin,92,69 ,Northwestern Italy,Pelissero
2006,Italy,Riserva,94,75 ,Central Italy,Collosorbo
2006,Italy,Pinot Bianco,86,25 ,Northeastern Italy,Scubia
2006,Italy,Vigna Santa Margherita,86,17 ,Central Italy,Panizzi
2006,France,Cariñu,87,15 ,Southern France,Château Cabezac
2006,Italy,Le Brunate,91,65 ,Northwestern Italy,Francesco Rinaldi
2006,Italy,Riserva,90,50 ,Central Italy,Terre Nere
2006,France,Clos de la Mousse Premier Cru,89,55 ,Northeastern France ,Bouchard Père & Fils
2006,Italy,Amabilin,89,52 ,Northwestern Italy,Cascina Adelaide
2006,Italy,Vigna Pezza La Corte,87,24 ,Southern Italy,Ocone
2006,Italy,Vigna Soccorso,91,45 ,Central Italy,Tiezzi
2006,Italy,LamÃ¹ri,87,28 ,Southern Italy,Tasca d Almerita
2006,Italy,Efeso,87,30 ,Southern Italy,Librandi
2006,Italy,Formigar Cornell,89,39 ,Northeastern Italy,Colterenzio
2006,Italy,Riserva,97,152 ,Central Italy,Il Paradiso di Manfredi
2006,Italy,Dry Millesimato,86,21 ,Northeastern Italy,Montesel Renzo
2006,France,Cuvée Sophie,90,40 ,Southern France,Château Liversan
2006,Italy,Nova Serra,88,24 ,Southern Italy,Mastroberardino
2006,Italy,Riserva,93,49 ,Central Italy,Canneta
2006,France,Les Cèdres,85,52 ,Central France ,Paul Jaboulet Aîné
2006,Italy,Donnatá,88,19 ,Southern Italy,Alessandro di Camporeale
2006,Italy,Pinot Grigio,87,21 ,Northeastern Italy,Il Roncal
2006,Italy,Banda Rossa Millesimato Extra Dry,88,25 ,Northeastern Italy,Bortolomiol
2006,Italy,Vigneto Bellavista,90,169 ,Central Italy,Castello di Ama
2006,Italy,Satèn,87,30 ,Northwestern Italy,Montenisa
2006,France,Prestige,90,40 ,Southern France,Château Saint Sernin
2006,France,Origine du Haut Bourg,92,20 ,Northwestern France ,Domaine du Haut Bourg
2006,Italy,Tradizione,87,17 ,Northwestern Italy,Tre Donne
2006,France,Saint Aix,85,18 ,Southern France,Domaine de la Grande Séouve
2006,Italy,La Piazza,86,9 ,Southern Italy,Calatrasi
2006,Italy,Crevada,87,18 ,Northeastern Italy,Astoria
2006,Italy,Riserva Lunelli,91,59 ,Northeastern Italy,Ferrari
2006,Italy,Ornato,94,109 ,Northwestern Italy,Pio Cesare
2006,Italy,Riserva,93,52 ,Central Italy,Fattoria La Lecciaia
2006,France,Les Fourneaux Premier Cru,90,34 ,Northeastern France ,Simonnet Febvre
2006,France,Le Fief de Grenouilles Grand Cru,91,67 ,Northeastern France ,La Chablisienne
2006,France,Terre Originelle,90,20 ,Southern France,Domaine des Terrisses
2006,Italy,Don Tommaso,91,45 ,Central Italy,Principe Corsini Fattoria Le Corti
2006,Italy,Saia,90,30 ,Southern Italy,Feudo Maccari
2006,Italy,Riserva,94,85 ,Central Italy,San Polino
2006,Italy,Regaleali,84,14 ,Southern Italy,Tasca d Almerita
2006,France,Cabernet Sauvignon de Pennautier,85,10 ,Southern France,Château de Pennautier
2006,Italy,Chiaramonte,88,16 ,Southern Italy,Firriato
2006,Italy,Klin,89,35 ,Northeastern Italy,Primosic
2006,Italy,Riserva,94,90 ,Central Italy,San Polo
2006,Italy,Corte del Pozzo,88,75 ,Northeastern Italy,Gino Fasoli
2006,Italy,Scaccomatto Passito Botrytis,92,50 ,Central Italy,Fattoria Zerbina
2006,Italy,Suolo,92,83 ,Central Italy,Argiano
2006,France,Cuvée William Deutz,95,140 ,Northeastern France ,Deutz
2006,Italy,Daniello,88,18 ,Central Italy,Tenuta di Trecciano
2006,Italy,Essence Rosé,90,36 ,Northwestern Italy,Antica Fratta
2006,Italy,Vigna Dacapo,89,30 ,Northwestern Italy,Dacapo
2006,Italy,D Adda,85,12 ,Northeastern Italy,Conte Brandolini
2006,Italy,Marta Galli,90,130 ,Northeastern Italy,Le Ragose
2006,Italy,Nei Cannubi,94,100 ,Northwestern Italy,Poderi Luigi Einaudi
2006,France,Château Bouscassé Vieilles Vignes,95,50 ,Southern France,Alain Brumont
2006,France,La Violette,84,13 ,Southern France,Jean Luc Colombo
2006,Italy,Pinot Grigio,86,16 ,Northeastern Italy,Rocca Bernarda
2006,Italy,G&G,93,160 ,Northeastern Italy,Luigi Righetti
2006,Italy,Vineis,87,21 ,Northeastern Italy,Rocca Bernarda
2006,Italy,Riserva,92,50 ,Central Italy,Podere Paganico
2006,Italy,Bellagioia,87,17 ,Northeastern Italy,Marco Cecchini
2006,Italy,CampoRe Riserva,91,60 ,Southern Italy,Terredora
2006,France,Tsarine Blanc de Blancs Grand Cru Brut,91,90 ,Northeastern France ,Chanoine
2006,Italy,Campomaccione,87,16 ,Central Italy,Rocca delle MacÃ¬e
2006,Italy,25 Anni,94,100 ,Central Italy,Arnaldo Caprai
2006,Italy,Selezione XXV Anno,93,60 ,Central Italy,Castello Romitorio
2006,France,Clos des ChÃªnes Premier Cru,93,70 ,Northeastern France ,Bouchard Père & Fils
2006,France,Vintage Brut,95,114 ,Northeastern France ,Pol Roger
2006,Italy,Rabajà Riserva,95,110 ,Northwestern Italy,Giuseppe Cortese
2006,France,Blovac,84,13 ,Central France ,Domaine du Trapadis
2006,Italy,Lunaria,85,14 ,Central Italy,Castelluccio
2006,Italy,Hekate Passito,91,30 ,Southern Italy,Feudo Arancio
2006,Italy,Selezione Massimo,94,100 ,Central Italy,Villa Le Prata
2006,France,Les Chevalières,91,71 ,Northeastern France ,Xavier Monnot
2006,Italy,Don Pietro,87,16 ,Southern Italy,Principi di Spadafora
2006,Italy,Riserva,87,14 ,Central Italy,Godiolo
2006,Italy,Riserva,94,75 ,Central Italy,Collosorbo
2006,Italy,Cuvette Brut,91,40 ,Northwestern Italy,Villa
2006,France,Marie Antoinette,87,25 ,Northeastern France ,Vincent
2006,Italy,Serego Alighieri Possessioni,87,15 ,Northeastern Italy,Masi
2006,Italy,Giancarlo Ceci,85,15 ,Southern Italy,Agrinatura
2006,France,Les Clos Grand Cru Clos des Hospices dans Les Clos,90,108 ,Northeastern France ,Domaine Christian Moreau Père et Fils
2006,Italy,Villa Prandone Marinus,86,16 ,Central Italy,Il Conte
2006,France,Palmes d Or Brut,93,138 ,Northeastern France ,Nicolas Feuillatte
2006,Italy,Margheria,94,94 ,Northwestern Italy,Massolino
2006,Italy,Strale,88,35 ,Central Italy,Gualdo del Re
2006,France,Les Echansons Grand Cru Brut,94,130 ,Northeastern France ,Mailly Grand Cru
2006,Italy,Regolo,87,21 ,Northeastern Italy,Sartori
2006,Italy,Polago,84,12 ,Central Italy,Barberani
2006,Italy,Riserva,91,120 ,Central Italy,Il Cocco
2006,Italy,Ca  Bertoldi,89,40 ,Northeastern Italy,Recchia
2006,Italy,Maso delle Rose,89,27 ,Northeastern Italy,Josef Weger
2006,Italy,Riserva Conte Ferdinando Guicciardini,89,23 ,Central Italy,Castello di Poppiano
2006,Italy,Pertimali,90,55 ,Central Italy,Livio Sassetti
2006,Italy,Quota 600,91,54 ,Southern Italy,Graci
2006,Italy,Riserva,92,65 ,Central Italy,Uccelliera
2006,France,Les Clos Grand Cru,94,117 ,Northeastern France ,Domaine Laroche
2006,France,Château de Selle Clair de Noirs,87,42 ,Southern France,Domaines Ott
2006,Italy,Il Frappato,85,17 ,Southern Italy,Valle dell Acate
2006,France,Demi sec,88,16 ,Northwestern France ,Château Moncontour
2006,Italy,Maurleo,88,18 ,Central Italy,Pietro Beconcini
2006,Italy,Nubiola,90,39 ,Northwestern Italy,Pelissero
2006,Italy,Varius,87,18 ,Southern Italy,Cantele
2006,France,Les Caillottes,88,21 ,Northwestern France ,Fournier Père et Fils
2006,France,Amour de Deutz Brut,94,180 ,Northeastern France ,Deutz
2006,Italy,Piani di Tufara,89,19 ,Southern Italy,Rivera
2006,Italy,Vigna delle Raunate,92,50 ,Central Italy,Mocali
2006,France,Les Fourchaumes Vieilles Vignes Premier Cru,91,54 ,Northeastern France ,Domaine Laroche
2006,Italy,Bosan Riserva,93,115 ,Northeastern Italy,Cesari
2006,Italy,Vigna Spuntali Val di Suga,94,106 ,Central Italy,Tenimenti Angelini
2006,France,Prestige,87,15 ,Southern France,Château la Rose Bellevue
2006,France,Domaine de Châtenoy Rouge Noir,88,24 ,Northwestern France ,Xavier Flouret
2006,Italy,Rosato,87,15 ,Southern Italy,Masseria Altemura
2006,Italy,Guardiola,90,52 ,Southern Italy,Tenuta delle Terre Nere
2006,Italy,Parafada,95,94 ,Northwestern Italy,Massolino
2006,Italy,Fabrizio Bianchi,89,50 ,Central Italy,Castello di Monsanto
2006,Italy,La Forra Riserva,91,45 ,Central Italy,Tenuta di Nozzole
2006,Italy,Riserva,88,30 ,Central Italy,Tenuta Villa Trasqua
2006,Italy,L Estro del Mastro 500 ml,91,25 ,Central Italy,Il Conte
2006,France,Vaudésir Grand Cru,92,78 ,Northeastern France ,Olivier Leflaive
2006,Italy,Tavernelle,91,40 ,Central Italy,Castello Banfi
2006,Italy,Secco Bertani,87,15 ,Northeastern Italy,Bertani
2006,Italy,Grésy,88,22 ,Northwestern Italy,Tenute Cisa Asinari dei Marchesi di Gresy
2006,Italy,Toretta Classico,86,14 ,Northeastern Italy,Girlan
2006,Italy,Tenuta Nuova,97,80 ,Central Italy,Casanova di Neri
2006,France,Whispering Angel,86,20 ,Southern France,Château d Esclans
2006,France,Vaillons Premier Cru,91,40 ,Northeastern France ,William Fèvre
2006,France,Montée de Tonnerre Premier Cru,92,35 ,Northeastern France ,La Chablisienne
2006,Italy,Grand Cru,88,38 ,Southern Italy,Tenuta Rapitalà
2006,France,Brut Prestige,91,65 ,Northeastern France ,Charles Ellner
2006,Italy,Vobis Tua,87,11 ,Northwestern Italy,Cantine Volpi
2006,Italy,Tre Vigne,87,26 ,Northwestern Italy,Vietti
2006,Italy,Punta Aquila,87,21 ,Southern Italy,Tenute Rubino
2006,Italy,Riserva,90,25 ,Central Italy,Valiano
2006,Italy,Muffato della Sala,91,375 ,Central Italy,Marchesi Antinori
2006,France,Domaines du Château de Riquewihr Les Sorcières,86,27 ,Northeastern France ,Dopff & Irion
2006,Italy,Riserva di Fizzano,91,38 ,Central Italy,Rocca delle MacÃ¬e
2006,Italy,Pietravalle,88,23 ,Central Italy,Agricoltori del Chianti Geografico
2006,Italy,La Volta Riserva,92,84 ,Northwestern Italy,Viberti
2006,France,Les Blanchots Grand Cru,93,87 ,Northeastern France ,Domaine Laroche
2006,Italy,Monte dall Ora,84,30 ,Northeastern Italy,Monte dall Ora
2006,France,Domaine le Cotoyon,89,21 ,Central France ,Château de Fuissé
2006,Italy,Cuvée Lucrezia Extra Brut,89,150 ,Northwestern Italy,Castello Bonomi
2006,Italy,Sassello,91,80 ,Central Italy,Castello di Verrazzano
2006,France,Cuvée Spéciale,92,25 ,Central France ,Domaine Chignard
2006,Italy,9 99,86,15 ,Northwestern Italy,Cantine Sant Agata
2006,Italy,Sondraia,92,45 ,Central Italy,Poggio al Tesoro
2006,Italy,Altero,94,96 ,Central Italy,Poggio Antico
2007,Italy,Corbaia,93,65 ,Central Italy,Castello di Bossi
2007,France,Cuvée Anne Laure,85,16 ,Northeastern France ,Arthur Metz
2007,Italy,Le Sentinelle Riserva,88,24 ,Central Italy,Fattoria Mantellassi
2007,France,Vayolette,88,20 ,Central France ,Domaine du Moulin Berger
2007,Italy,Riserva,96,73 ,Central Italy,Mocali
2007,Italy,Bricco Ambrogio,91,44 ,Northwestern Italy,Grimaldi Bruna
2007,France,Les Fées,89,17 ,Central France ,Mas du Fadan
2007,France,La Fontaine Aux Enfants,87,30 ,Northeastern France ,Marc Kreydenweiss
2007,Italy,Serralunga d Alba,94,45 ,Northwestern Italy,Fontanafredda
2007,France,Blanc de Lynch Bages,89,70 ,Southern France,Château Lynch Bages
2007,Italy,Barabane,87,16 ,Northeastern Italy,Bonotto delle Tezze
2007,France,Pavillon Rouge de Château Margaux,89,70 ,Southern France,Château Margaux
2007,Italy,Laudàri,90,21 ,Southern Italy,Baglio del Cristo di Campobello
2007,Italy,Lirano Soprano,91,50 ,Northwestern Italy,Rivetto
2007,France,Vendanges Tardives,93,50 ,Northeastern France ,Joseph Cattin
2007,Italy,Altero,93,94 ,Central Italy,Poggio Antico
2007,Italy,Bricco Pernice,94,103 ,Northwestern Italy,Elvio Cogno
2007,France,Thomas Barton Réserve,85,30 ,Southern France,Barton & Guestier
2007,France,Pic Saint Loup,89,10 ,Southern France,Château de Fountgraves
2007,Italy,Riserva,93,90 ,Central Italy,Fuligni
2007,Italy,Vigna Cicogna,86,32 ,Southern Italy,Benito Ferrara
2007,France,Le Prestige,88,15 ,Southern France,Château la Reyne
2007,Italy,Asili,90,44 ,Northwestern Italy,Ca  del Baio
2007,Italy,Inversus,89,38 ,Central Italy,Casaloste
2007,France,Laurus,91,59 ,Central France ,Gabriel Meffre
2007,Italy,Zuc di Volpe,90,40 ,Northeastern Italy,Volpe Pasini
2007,Italy,Parafada,92,65 ,Northwestern Italy,Palladino
2007,Italy,Terre di San Zeno,92,55 ,Northeastern Italy,Corteforte
2007,France,Turckheim Clos Jebsal Vendage Tardive,90,114 ,Northeastern France ,Domaine Zind Humbrecht
2007,Italy,Hekate 500ml,91,29 ,Southern Italy,Feudo Arancio
2007,Italy,La Gamberaja,87,35 ,Northwestern Italy,Ca Romè
2007,Italy,Devon,88,29 ,Southern Italy,Antonio Caggiano
2007,Italy,Piano Maltese,86,11 ,Southern Italy,Tenuta Rapitalà
2007,France,Les Sigillaires,85,18 ,Southern France,G. Moulinier
2007,France,Herrenweg de Turckheim,89,48 ,Northeastern France ,Domaine Zind Humbrecht
2007,France,Seigneurs de Monbazillac,84,10 ,Southern France,Yvon Mau
2007,France,Domaine de la Becassonne,85,18 ,Central France ,André Brunel
2007,Italy,Colle dei Mandorli,84,35 ,Central Italy,Tenuta San Vito
2007,France,Spiegel Grand Cru,93,30 ,Northeastern France ,Domaines Schlumberger
2007,Italy,Di Carlo,89,80 ,Northeastern Italy,Cantine Lenotti di Lenotti
2007,Italy,Sdricca di Manzano,87,19 ,Northeastern Italy,Ca Tullio
2007,Italy,Donia,86,18 ,Northwestern Italy,Ponchione Maurizio
2007,Italy,Vigneti di Monteforte,86,15 ,Northeastern Italy,Santi
2007,France,L Instant,86,15 ,Central France ,Domaine de Fondrèche
2007,France,Collection Premier Cru,89,50 ,Northeastern France ,L. Tramier & Fils
2007,Italy,Palazzo Altesi,90,40 ,Central Italy,Altesino
2007,Italy,Brunate,93,54 ,Northwestern Italy,Marcarini
2007,Italy,Il Puro,85,12 ,Northeastern Italy,Astoria
2007,Italy,Montefico,91,45 ,Northwestern Italy,Carlo Giacosa
2007,Italy,Marina Cvetic ,93,60 ,Central Italy,Masciarelli
2007,Italy,I Rennero,92,61 ,Central Italy,Gualdo del Re
2007,Italy,La Fabriseria,89,200 ,Northeastern Italy,Tedeschi
2007,France,Réserve,86,15 ,Northeastern France ,Willm
2007,France,Bistro,84,10 ,Southern France,Barton & Guestier
2007,France,Les Molesmes Château de Rully Premier Cru,88,40 ,Northeastern France ,Antonin Rodet
2007,Italy,Federico Primo,91,40 ,Central Italy,Gualdo del Re
2007,Italy,Le Chiuse di Sotto Riserva,93,105 ,Central Italy,Gianni Brunelli
2007,Italy,Quater,90,32 ,Southern Italy,Firriato
2007,Italy,Sine Terra,90,45 ,Central Italy,Colle Spinello
2007,Italy,Riserva gli Angeli,93,65 ,Central Italy,La Gerla
2007,Italy,Colle dei Cerri,89,45 ,Southern Italy,Di Meo
2007,Italy,Grumello Buon Consiglio Riserva,93,88 ,Northwestern Italy,Arpepe
2007,France,La Mère Grand,90,25 ,Southern France,Loup Blanc
2007,Italy,Riserva,92,60 ,Southern Italy,Donnachiara
2007,Italy,SorÃ¬ San Lorenzo,99,440 ,Northwestern Italy,Gaja
2007,Italy,Campedel,87,18 ,Northeastern Italy,Gamba
2007,Italy,Mongovone,87,35 ,Northwestern Italy,Elio Perrone
2007,Italy,Casalino,93,25 ,Central Italy,Bonacchi
2007,Italy,Riserva,88,249 ,Northeastern Italy,Buglioni
2007,France,Gouttes d Or Premier Cru,91,102 ,Northeastern France ,Bouchard Père & Fils
2007,France,Famille Grassa Rosé de Pressée Merlot Syrah Tannat,86,12 ,Southern France,Domaine du Tariquet
2007,Italy,Campo Inferi Riserva,93,60 ,Northeastern Italy,Brunelli
2007,Italy,Valentina,87,29 ,Central Italy,Gualdo del Re
2007,Italy,Case Vecie,93,80 ,Northeastern Italy,Brigaldara
2007,Italy,Podere le Giarette,88,15 ,Northeastern Italy,Le Bertarole
2007,Italy,Pinot Grigio,85,15 ,Northeastern Italy,Tenuta Cà Bolani
2007,Italy,Villa Canlungo,87,19 ,Northeastern Italy,Eugenio Collavini
2007,France,Les Valozières,88,64 ,Northeastern France ,Roux Père et Fils
2007,Italy,Alle Viole,88,16 ,Central Italy,Tenuta di Ceppaiano
2007,Italy,Vigna Manapetra,93,48 ,Central Italy,Fattoria La Lecciaia
2007,Italy,Campo Morar,84,40 ,Northeastern Italy,Viviani
2007,Italy,Farnito Camponibbio,87,45 ,Central Italy,Carpineto
2007,Italy,Vigneto Vigne dai Vieris,86,10 ,Northeastern Italy,Di Lenardo
2007,Italy,Crisaore,87,40 ,Southern Italy,Feudi della Medusa
2007,Italy,Bacco in Toscana,83,10 ,Central Italy,Podere Guado al Melo
2007,Italy,Mantus,90,30 ,Central Italy,Máté
2007,France,Cuvée Garance Blanc de Rouges,92,100 ,Northeastern France ,Thiénot
2007,Italy,Gudarrà Riserva,91,45 ,Southern Italy,Bisceglia
2007,Italy,Tramonti,85,21 ,Southern Italy,Tenuta San Francesco
